region,metro_area,year,quarter,period,employment_rate,employment_rate_15_64,labor_force,labor_force_participation_rate,not_in_labor_force,population_15plus,unemployment_rate,male_labor_force_participation_rate,male_unemployment_rate,male_employment_rate,male_employment_rate_15_64,female_labor_force_participation_rate,female_unemployment_rate,female_employment_rate,female_employment_rate_15_64,gender_employment_rate_gap,gender_labor_force_participation_gap,youth_employed_share,senior_employed_share,core_30_49_employed_share,working_age_employed_share,wage_worker_share,regular_worker_share,temporary_worker_share,daily_worker_share,self_employed_share,short_hours_worker_share,long_hours_worker_share,average_weekly_hours,college_employed_share
강원,비수도권,2019,3,2019.3/4,65.1,70.5,868.0,66.6,435.0,1303.0,2.2,74.5,2.6,72.6,77.4,59.0,1.8,57.9,63.3,14.699999999999996,15.5,12.956419316843345,26.03062426383981,35.924617196702,84.09893992932862,67.13780918727915,44.16961130742049,18.138987043580684,4.829210836277975,25.323910482921086,25.795053003533567,17.432273262661955,39.8,37.102473498233216
경기,수도권,2019,3,2019.3/4,62.1,67.6,7251.0,64.3,4022.0,11273.0,3.5,75.3,3.7,72.5,77.2,53.5,3.2,51.8,57.7,20.700000000000003,21.799999999999997,15.173596228032576,14.144877839691382,46.80668666952422,93.31333047578225,78.08258322617517,55.25075010715816,17.273896270895843,5.572224603514788,19.131304472067438,25.746535219317046,13.773396199457066,39.6,48.92127446778111
경남,비수도권,2019,3,2019.3/4,61.4,66.9,1816.0,63.6,1039.0,2855.0,3.4,74.7,3.4,72.1,76.5,52.6,3.5,50.8,56.5,21.299999999999997,22.1,11.117445838084379,19.84036488027366,44.241733181299885,88.71151653363741,69.66932725199544,49.77194982896237,16.305587229190422,3.5917901938426455,24.91448118586089,26.51083238312429,18.129988597491447,40.1,39.62371721778791
경북,비수도권,2019,3,2019.3/4,62.5,67.7,1493.0,64.4,826.0,2318.0,3.0,75.5,3.7,72.6,76.2,53.4,1.9,52.4,58.5,20.199999999999996,22.1,11.602209944751381,26.174033149171272,37.98342541436464,83.70165745856355,62.569060773480665,43.508287292817684,14.502762430939226,4.558011049723757,27.76243093922652,21.685082872928177,16.85082872928177,41.1,35.84254143646409
광주,비수도권,2019,3,2019.3/4,59.4,64.1,777.0,61.4,488.0,1265.0,3.3,70.2,2.9,68.2,72.6,53.1,3.9,51.0,55.8,17.200000000000003,17.1,15.179760319573901,15.312916111850866,45.80559254327563,91.21171770972038,77.89613848202397,54.72703062583223,18.77496671105193,4.394141145139813,19.04127829560586,23.169107856191744,13.581890812250332,39.9,53.52862849533955
대구,비수도권,2019,3,2019.3/4,58.3,64.5,1272.0,60.4,832.0,2104.0,3.5,70.2,3.5,67.8,73.1,51.2,3.5,49.4,56.0,18.4,19.0,14.26242868785656,17.440912795436024,42.868785656071715,91.03504482477588,72.6161369193154,50.69274653626732,17.033414832925835,4.9714751426242865,22.901385493072535,23.96088019559902,12.469437652811736,39.4,50.8557457212714
대전,비수도권,2019,3,2019.3/4,60.8,66.3,811.0,62.8,481.0,1291.0,3.1,73.1,3.8,70.3,74.9,52.8,2.2,51.6,57.5,18.699999999999996,20.299999999999997,16.81528662420382,15.414012738853502,44.71337579617835,92.35668789808918,79.61783439490446,56.94267515923567,17.452229299363058,5.222929936305733,17.8343949044586,25.095541401273884,12.611464968152866,39.2,50.318471337579616
부산,비수도권,2019,3,2019.3/4,57.2,64.7,1743.0,58.9,1215.0,2958.0,3.0,67.4,2.8,65.5,72.4,51.1,3.2,49.4,57.2,16.1,16.300000000000004,15.070921985815602,18.79432624113475,42.08037825059102,90.24822695035462,76.59574468085107,54.19621749408984,16.48936170212766,5.91016548463357,20.390070921985814,23.64066193853428,14.893617021276595,40.2,47.75413711583924
서울,수도권,2019,3,2019.3/4,60.7,67.0,5357.0,63.2,3117.0,8474.0,4.0,72.5,4.2,69.5,75.3,54.8,3.7,52.7,59.2,16.799999999999997,17.700000000000003,17.1622934888241,15.413022351797862,45.694849368318756,91.99222546161322,82.48785228377065,56.20991253644315,20.680272108843536,5.617103984450924,15.704567541302236,25.928085519922256,12.303206997084548,39.1,58.67832847424685
세종,비수도권,2019,3,2019.3/4,63.1,66.2,176.0,64.7,96.0,271.0,2.5,75.8,2.1,74.3,77.6,53.6,3.0,52.0,54.4,22.299999999999997,22.199999999999996,12.865497076023392,11.695906432748536,56.72514619883041,93.56725146198829,81.87134502923976,66.66666666666666,13.450292397660817,1.7543859649122806,15.204678362573098,24.561403508771928,12.280701754385964,38.9,66.66666666666666
울산,비수도권,2019,3,2019.3/4,59.6,64.1,597.0,61.8,369.0,966.0,3.5,74.5,3.8,71.6,76.1,48.7,3.0,47.2,51.3,24.39999999999999,25.799999999999997,13.020833333333334,13.715277777777779,47.04861111111111,93.22916666666666,81.59722222222221,58.854166666666664,19.270833333333336,3.4722222222222223,15.79861111111111,20.13888888888889,14.756944444444445,40.7,42.70833333333333
인천,수도권,2019,3,2019.3/4,62.6,68.2,1653.0,65.3,879.0,2532.0,4.1,75.0,3.9,72.1,76.7,55.8,4.4,53.3,59.4,18.799999999999997,19.200000000000003,15.762925598991174,14.691046658259774,45.46027742749054,92.6860025220681,80.20176544766709,52.585119798234544,23.329129886506937,4.287515762925599,17.402269861286253,25.346784363177804,14.50189155107188,40.1,43.31651954602774
전남,비수도권,2019,3,2019.3/4,63.9,69.2,1005.0,65.5,529.0,1535.0,2.4,74.3,2.4,72.5,76.7,56.9,2.3,55.5,60.9,17.0,17.4,9.98980632008155,29.153924566768602,36.08562691131498,80.42813455657493,61.46788990825688,38.53211009174312,18.450560652395513,4.485219164118247,28.950050968399594,22.629969418960243,12.945973496432211,39.7,34.862385321100916
전북,비수도권,2019,3,2019.3/4,59.8,64.5,957.0,61.3,605.0,1562.0,2.4,71.1,2.8,69.1,73.3,51.8,1.9,50.8,55.3,18.299999999999997,19.299999999999997,10.706638115631693,26.231263383297645,38.86509635974304,83.19057815845824,65.31049250535332,42.933618843683085,15.631691648822269,6.852248394004283,26.445396145610278,25.481798715203425,13.81156316916488,39.5,39.07922912205567
제주,비수도권,2019,3,2019.3/4,68.1,72.0,388.0,69.4,171.0,559.0,1.9,76.1,2.5,74.2,77.9,62.7,1.1,62.0,65.7,12.200000000000003,13.399999999999991,12.598425196850393,20.73490813648294,43.30708661417323,87.4015748031496,64.04199475065617,39.37007874015748,17.060367454068242,7.349081364829396,29.92125984251969,29.92125984251969,14.435695538057743,37.9,47.24409448818898
충남,비수도권,2019,3,2019.3/4,64.2,69.2,1247.0,66.3,634.0,1881.0,3.1,76.1,3.0,73.8,77.7,56.2,3.2,54.4,59.8,19.4,19.89999999999999,13.730355665839536,22.167080231596362,41.60463192721257,86.35235732009926,66.91480562448304,48.80066170388751,12.40694789081886,5.789909015715467,25.475599669148057,21.09181141439206,17.20430107526882,41.1,35.98014888337469
충북,비수도권,2019,3,2019.3/4,63.8,68.6,918.0,65.5,484.0,1402.0,2.5,74.8,2.7,72.8,76.3,56.0,2.2,54.7,60.3,18.099999999999994,18.799999999999997,14.078212290502792,21.564245810055866,40.5586592178771,87.15083798882681,70.27932960893854,49.94413407821229,15.977653631284916,4.4692737430167595,22.56983240223464,23.016759776536315,14.30167597765363,40.1,40.44692737430168
강원,비수도권,2019,4,2019.4/4,62.2,68.4,839.0,64.4,465.0,1304.0,3.3,72.1,3.0,70.0,75.2,56.9,3.7,54.8,61.4,15.200000000000003,15.199999999999996,12.438423645320198,25.36945812807882,37.31527093596059,85.09852216748769,68.4729064039409,46.55172413793103,16.995073891625616,4.926108374384237,24.75369458128079,23.15270935960591,15.886699507389162,39.9,38.669950738916256
경기,수도권,2019,4,2019.4/4,62.1,67.9,7293.0,64.3,4041.0,11334.0,3.4,75.7,3.8,72.8,78.0,53.1,2.8,51.6,57.5,21.199999999999996,22.6,15.3627715462161,13.871929575465,46.81243788158455,93.41189833877608,79.1708078943632,56.35382649439159,17.066590941360214,5.750390458611387,18.415447962515973,17.719721709498792,13.232997302285957,40.9,48.78602868095982
경남,비수도권,2019,4,2019.4/4,61.7,67.3,1815.0,63.5,1042.0,2857.0,2.9,74.0,2.3,72.3,76.7,53.1,3.6,51.1,57.3,21.199999999999996,20.9,11.174134997163925,19.852524106636416,43.78899602949518,88.712422007941,69.99432785025525,49.68803176403857,16.903006239364718,3.403289846851957,24.844015882019285,21.213840045377196,18.547929665343165,41.5,38.74078275666478
경북,비수도권,2019,4,2019.4/4,62.5,68.0,1499.0,64.6,821.0,2319.0,3.3,75.4,3.5,72.8,76.3,53.9,3.0,52.2,59.0,20.599999999999994,21.500000000000007,11.31815044858523,26.224982746721874,38.164251207729464,83.78191856452726,64.11318150448585,45.13457556935818,14.699792960662524,4.209799861973775,27.26017943409248,19.116632160110424,17.736369910282953,41.3,36.64596273291926
광주,비수도권,2019,4,2019.4/4,59.9,65.0,781.0,61.7,486.0,1267.0,2.8,71.0,2.6,69.1,73.7,52.8,3.0,51.2,56.3,17.89999999999999,18.200000000000003,15.5467720685112,15.942028985507244,44.927536231884055,91.43610013175231,77.07509881422925,54.54545454545454,18.31357048748353,4.216073781291173,19.63109354413702,20.158102766798418,13.70223978919631,40.6,53.62318840579711
대구,비수도권,2019,4,2019.4/4,57.9,64.2,1254.0,59.6,849.0,2103.0,2.8,70.3,2.9,68.2,73.6,49.6,2.7,48.3,54.8,19.900000000000006,20.699999999999996,13.464696223316913,17.733990147783253,42.939244663382595,90.9688013136289,72.57799671592775,51.06732348111659,16.420361247947454,5.0903119868637114,23.070607553366173,19.950738916256157,12.151067323481117,40.3,51.231527093596064
대전,비수도권,2019,4,2019.4/4,60.8,66.3,815.0,63.1,476.0,1291.0,3.7,73.6,4.1,70.5,75.2,52.9,3.0,51.4,57.4,19.1,20.699999999999996,16.43312101910828,15.92356687898089,44.3312101910828,92.22929936305732,79.36305732484077,57.07006369426752,16.687898089171973,5.7324840764331215,17.961783439490446,18.85350318471338,12.356687898089172,40.3,49.93630573248408
부산,비수도권,2019,4,2019.4/4,57.4,65.1,1749.0,59.2,1206.0,2955.0,3.1,67.4,3.2,65.2,72.1,51.6,2.9,50.1,58.2,15.100000000000001,15.800000000000004,15.04424778761062,18.997050147492626,41.88790560471977,90.14749262536873,76.93215339233038,54.21828908554572,17.10914454277286,5.604719764011799,19.882005899705018,20.0,15.221238938053098,40.7,47.66961651917404
서울,수도권,2019,4,2019.4/4,60.5,66.8,5313.0,62.7,3163.0,8476.0,3.5,71.1,3.6,68.5,74.6,55.1,3.3,53.3,59.6,15.200000000000003,15.999999999999993,16.99805068226121,15.730994152046785,45.614035087719294,91.83235867446395,82.51461988304094,57.29044834307992,19.746588693957115,5.497076023391813,15.633528265107213,17.524366471734893,12.436647173489279,40.7,58.79142300194932
세종,비수도권,2019,4,2019.4/4,62.6,65.9,179.0,64.6,98.0,277.0,3.1,75.5,3.1,73.1,76.7,53.8,3.1,52.2,54.8,20.89999999999999,21.700000000000003,12.138728323699421,11.560693641618498,58.38150289017341,93.64161849710982,82.08092485549133,67.05202312138728,12.716763005780345,1.7341040462427744,15.606936416184972,16.76300578034682,12.138728323699421,40.2,67.05202312138728
울산,비수도권,2019,4,2019.4/4,59.8,64.3,598.0,61.9,368.0,965.0,3.4,74.4,3.5,71.8,76.4,48.9,3.2,47.4,51.2,24.4,25.500000000000007,12.99826689774697,14.384748700173311,46.79376083188908,92.89428076256499,81.80242634315424,59.09878682842288,19.064124783362217,3.8128249566724435,15.944540727902945,16.291161178509533,14.904679376083187,41.6,44.0207972270364
인천,수도권,2019,4,2019.4/4,62.6,68.3,1651.0,65.1,886.0,2537.0,3.8,74.9,3.9,72.0,76.8,55.5,3.8,53.4,59.7,18.6,19.400000000000006,16.120906801007557,14.73551637279597,45.08816120906801,92.69521410579345,80.9823677581864,52.64483627204031,23.992443324937028,4.345088161209068,16.876574307304786,17.191435768261965,14.798488664987405,41.4,42.82115869017632
전남,비수도권,2019,4,2019.4/4,64.5,70.6,1005.0,65.6,527.0,1533.0,1.6,75.2,1.7,73.9,78.7,56.1,1.6,55.2,61.6,18.700000000000003,19.1,10.717896865520729,28.91809908998989,35.8948432760364,81.09201213346815,63.397371081900914,39.23154701718908,19.11021233569262,5.156723963599596,27.80586450960566,20.12133468149646,11.830131445904954,40.0,35.28816986855409
전북,비수도권,2019,4,2019.4/4,59.9,64.7,957.0,61.3,603.0,1560.0,2.4,71.4,2.8,69.4,73.4,51.7,1.9,50.7,55.7,18.700000000000003,19.700000000000003,10.706638115631693,26.445396145610278,38.86509635974304,83.19057815845824,65.20342612419701,43.25481798715203,15.524625267665954,6.5310492505353315,27.08779443254818,23.126338329764454,13.276231263383298,39.8,39.07922912205567
제주,비수도권,2019,4,2019.4/4,69.3,73.3,397.0,70.6,165.0,562.0,1.8,76.5,1.6,75.3,79.2,64.8,2.0,63.5,67.1,11.799999999999997,11.700000000000003,12.082262210796916,21.336760925449873,42.673521850899746,87.40359897172236,65.29562982005142,40.3598971722365,16.452442159383033,8.483290488431876,28.53470437017995,22.10796915167095,16.452442159383033,40.1,47.04370179948586
충남,비수도권,2019,4,2019.4/4,63.8,69.3,1230.0,65.3,655.0,1886.0,2.2,75.4,2.0,73.9,78.2,54.8,2.6,53.4,59.4,20.500000000000007,20.60000000000001,13.96508728179551,21.695760598503743,42.061512884455524,86.86616791354946,67.91354945968412,48.960931005818786,12.801330008312553,6.234413965087282,24.93765586034913,18.62011637572735,17.206982543640898,41.8,36.65835411471321
충북,비수도권,2019,4,2019.4/4,63.0,68.5,909.0,64.7,496.0,1405.0,2.7,74.6,2.9,72.4,76.4,54.7,2.4,53.4,60.0,19.000000000000007,19.89999999999999,14.350282485875706,21.01694915254237,40.90395480225989,88.0225988700565,71.1864406779661,50.847457627118644,16.158192090395477,4.1807909604519775,22.372881355932204,18.07909604519774,14.576271186440678,40.9,40.11299435028249
강원,비수도권,2020,1,2020.1/4,58.5,65.8,805.0,61.7,500.0,1305.0,5.1,69.2,4.9,65.7,72.3,54.4,5.3,51.6,59.1,14.100000000000001,14.800000000000004,13.219895287958114,23.56020942408377,37.82722513089005,86.78010471204189,69.3717277486911,49.47643979057592,15.44502617801047,4.450261780104712,24.60732984293194,23.298429319371728,13.743455497382199,38.1,40.05235602094241
경기,수도권,2020,1,2020.1/4,60.7,66.8,7216.0,63.4,4167.0,11383.0,4.2,74.7,4.3,71.5,77.0,52.1,4.0,50.0,56.3,21.5,22.6,14.986257775206132,13.568638796470417,47.57702878634456,93.86662809200058,79.18414581223782,57.99218863011717,15.637205265441919,5.554751916678721,18.501374222479384,17.45985823810213,13.14913930276291,40.2,49.03804426442934
경남,비수도권,2020,1,2020.1/4,60.6,66.3,1803.0,63.1,1053.0,2856.0,4.0,73.8,3.6,71.1,75.8,52.4,4.6,50.0,56.0,21.099999999999994,21.4,11.098265895953757,20.0,43.75722543352601,88.61271676300578,69.94219653179191,51.84971098265896,15.433526011560694,2.7167630057803467,25.202312138728324,21.445086705202314,16.878612716763005,40.0,38.49710982658959
경북,비수도권,2020,1,2020.1/4,60.2,66.2,1459.0,62.9,861.0,2320.0,4.2,75.1,4.1,72.0,75.7,50.7,4.4,48.5,55.8,23.5,24.39999999999999,11.52469577666428,25.554760200429495,38.367931281317105,84.32355046528275,64.49534717251252,46.81460272011453,13.600572655690765,4.08017179670723,28.060128847530425,23.264137437365783,14.101646385110952,38.4,38.65425912670007
광주,비수도권,2020,1,2020.1/4,58.8,64.3,775.0,61.0,495.0,1270.0,3.7,70.8,4.0,68.0,72.8,51.8,3.3,50.1,55.8,17.9,19.0,15.66265060240964,15.528781793842034,44.97991967871486,91.83400267737618,77.24230254350736,56.22489959839358,17.13520749665328,3.8821954484605086,19.544846050870145,19.812583668005352,13.119143239625167,39.5,53.279785809906286
대구,비수도권,2020,1,2020.1/4,55.7,62.1,1217.0,58.0,881.0,2098.0,3.9,68.9,4.0,66.1,71.6,47.8,3.8,45.9,52.7,20.199999999999996,21.10000000000001,12.917023096663815,17.621899059024805,43.45594525235244,91.10350727117195,71.51411462788708,51.75363558597091,15.483319076133448,4.277159965782721,24.294268605645854,21.471343028229256,10.778443113772456,37.6,52.18135158254918
대전,비수도권,2020,1,2020.1/4,60.2,66.1,817.0,63.4,472.0,1289.0,5.1,73.3,5.3,69.4,74.3,53.8,4.8,51.2,57.8,18.200000000000003,19.5,17.2680412371134,15.721649484536082,43.55670103092783,92.5257731958763,79.12371134020619,57.98969072164949,16.3659793814433,4.768041237113402,18.04123711340206,18.556701030927837,11.984536082474227,39.0,49.871134020618555
부산,비수도권,2020,1,2020.1/4,55.9,63.7,1723.0,58.4,1229.0,2952.0,4.1,66.8,4.1,64.0,70.8,50.6,4.1,48.5,56.8,15.5,16.199999999999996,14.415505754088432,19.018776499091462,42.33797698364627,90.1877649909146,76.13567534827376,55.118110236220474,15.566323440339188,5.390672319806178,20.59357964869776,20.109024833434283,13.204118715929738,39.4,47.789218655360386
서울,수도권,2020,1,2020.1/4,59.7,66.4,5308.0,62.5,3183.0,8491.0,4.5,70.8,4.2,67.8,74.0,55.0,4.8,52.3,59.3,15.5,15.799999999999997,16.62721893491124,15.463510848126234,46.21301775147929,92.26824457593689,82.11045364891518,57.909270216962526,18.8560157790927,5.345167652859961,15.996055226824456,17.199211045364894,11.972386587771203,39.9,59.38856015779093
세종,비수도권,2020,1,2020.1/4,61.2,65.4,178.0,63.2,104.0,281.0,3.0,74.0,3.3,71.6,76.1,52.3,2.7,50.9,54.5,20.699999999999996,21.700000000000003,12.209302325581394,9.883720930232558,59.30232558139535,94.76744186046511,82.55813953488372,70.34883720930233,11.046511627906977,1.744186046511628,15.11627906976744,16.86046511627907,11.046511627906977,38.9,69.18604651162791
울산,비수도권,2020,1,2020.1/4,58.5,63.4,594.0,61.5,371.0,965.0,5.0,74.5,4.4,71.1,76.2,48.1,5.8,45.3,49.5,25.799999999999997,26.4,12.76595744680851,14.184397163120568,46.98581560283688,93.43971631205675,81.73758865248227,60.63829787234043,17.907801418439718,3.1914893617021276,16.134751773049647,18.439716312056735,13.652482269503546,39.8,45.21276595744681
인천,수도권,2020,1,2020.1/4,61.1,67.0,1628.0,64.1,913.0,2540.0,4.6,74.1,4.2,71.0,75.9,54.3,5.1,51.5,57.9,19.5,19.799999999999997,15.71152607855763,14.745653573728267,45.58918222794591,92.78815196394076,80.94011590470058,54.86155827430779,22.279459111397294,3.8634900193174504,16.870573084352866,16.99935608499678,14.101738570508694,40.4,43.142305215711524
전남,비수도권,2020,1,2020.1/4,62.8,69.2,992.0,64.9,537.0,1530.0,3.1,74.5,2.9,72.3,76.9,55.4,3.4,53.5,60.6,18.799999999999997,19.1,10.301768990634756,28.720083246618106,36.420395421436005,81.26951092611863,63.47554630593132,41.20707596253902,17.48178980228928,4.786680541103017,27.887617065556714,23.82934443288241,10.40582726326743,37.6,36.524453694068676
전북,비수도권,2020,1,2020.1/4,58.2,63.3,932.0,59.8,626.0,1558.0,2.8,70.1,2.8,68.1,72.2,49.9,2.8,48.5,54.0,19.599999999999994,20.199999999999996,10.154525386313466,26.048565121412803,39.40397350993378,83.44370860927152,65.34216335540839,44.70198675496689,15.011037527593817,5.629139072847682,28.14569536423841,26.158940397350992,12.030905077262693,37.2,39.29359823399559
제주,비수도권,2020,1,2020.1/4,67.5,71.2,391.0,69.4,172.0,562.0,2.7,75.0,2.3,73.3,76.7,63.9,3.2,61.9,65.3,11.399999999999999,11.100000000000001,11.842105263157894,21.31578947368421,42.89473684210526,86.8421052631579,64.73684210526316,42.10526315789473,15.0,7.894736842105263,28.68421052631579,23.94736842105263,16.315789473684212,38.6,47.368421052631575
충남,비수도권,2020,1,2020.1/4,59.8,66.4,1173.0,62.2,713.0,1886.0,3.9,73.4,3.3,70.9,76.0,50.6,4.7,48.2,55.7,22.700000000000003,22.800000000000004,14.019520851818989,19.964507542147295,43.921916592724045,88.55368234250221,69.29902395740906,52.17391304347826,12.156166814551908,4.968944099378882,24.489795918367346,20.141969831410826,15.705412599822537,40.2,38.15439219165927
충북,비수도권,2020,1,2020.1/4,61.8,68.1,903.0,64.2,504.0,1407.0,3.7,73.8,3.4,71.3,76.0,54.4,4.0,52.2,59.6,19.099999999999994,19.4,14.367816091954023,20.229885057471265,41.37931034482759,88.85057471264368,71.72413793103448,52.758620689655174,15.862068965517242,3.103448275862069,22.298850574712645,18.50574712643678,14.022988505747128,39.2,41.37931034482759
강원,비수도권,2020,2,2020.2/4,62.2,67.5,846.0,64.7,461.0,1307.0,3.8,73.3,3.9,70.4,75.2,56.5,3.7,54.4,59.6,16.000000000000007,16.799999999999997,11.916461916461916,27.51842751842752,35.62653562653563,83.41523341523342,66.83046683046683,46.06879606879607,16.33906633906634,4.545454545454546,25.675675675675674,26.535626535626534,14.004914004914005,38.1,40.04914004914005
경기,수도권,2020,2,2020.2/4,60.5,66.1,7203.0,63.0,4224.0,11427.0,4.1,74.6,4.1,71.5,76.3,51.6,4.0,49.5,55.5,22.0,22.999999999999993,14.585443495876142,14.976125018087108,46.85284329330053,93.01114165822601,78.58486470843583,57.314426276949796,15.641730574446536,5.628707857039502,18.984228042251484,26.73997974243959,11.242946028071191,38.2,49.84806829691796
